SKU,Item ID,Publish Status,Product Category,Price,Buy Box Item Price,MSRP,Shipping Weight,WPID,GTIN,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Condition,Product Type,Impressions,Clicks,Added to Cart,Sales Rank,Transactability Score,Buy Box Win %
18084005125,192225608,PUBLISHED,"Beauty, Personal Care, & Hygiene",23.0,19.95,62.06,0.67,18RO2XOOFKW9,18084005125,Premium Body Washes & Shower Gels,"('Home Page', 'Premium Beauty', 'Premium Bath & Body', 'Premium Body Washes & Shower Gels')",Aveda,10-30-24,12-31-49,03-05-19,06-12-24,1,5.0,22.0,0.0,12-16-24,New,Body Washes & Shower Gels,Very low,Medium,Very low,1712,100,0
716170258928,1924068495,PUBLISHED,"Beauty, Personal Care, & Hygiene",34.99,27.0,-1.0,0.5,317SD9S2OQX4,716170258928,Stick Concealer,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Concealer', 'Stick Concealer')",Bobbi Brown,10-29-24,12-31-49,07-23-23,06-12-24,3,4.7,27.99,0.0,12-16-24,New,Concealer Makeup,Very low,Medium,Very low,406,0,0
A73,114860506,PUBLISHED,"Beauty, Personal Care, & Hygiene",24.9,15.11,59.99,0.5,338XG8582TXF,651986701391,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Too Faced,08-08-24,12-31-49,09-14-16,10-29-24,8,4.9,36.8,0.0,05-17-24,New,Foundation Makeup,Very low,High,Very low,208,100,0
KATZAURACACIAESSSENOIL4OZ,25478983,PUBLISHED,Medicine & Supplements,39.0,49.9,37.25,0.5,6WWA7D9AH8XV,51381888404,Spa & Relaxation,"('Home Page', 'Health and Medicine', 'Massage', 'Spa & Relaxation')",Aura Cacia,10-14-24,12-31-49,02-07-15,06-11-24,0,4.0,37.96,0.0,12-14-24,New,Aromatherapy & Essential Oils,Very low,Very low,Very low,-1,0,0
20714324636,617788010,PUBLISHED,"Beauty, Personal Care, & Hygiene",22.99,24.2,35.0,0.5,1OXH2ZF84KHD,20714324636,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Clinique,10-10-24,12-31-49,03-21-17,12-17-24,2291,4.5,39.0,0.0,12-15-24,New,Foundation Makeup,Very low,Medium,Very low,115,0,0
20714678210,227976082,PUBLISHED,"Beauty, Personal Care, & Hygiene",49.99,55.0,80.83,0.5,746WQATSYDVP,20714678210,Premium Face Moisturizers,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Moisturizers')",Clinique,09-24-24,12-31-49,12-01-17,12-18-24,3,3.7,63.99,0.0,09-09-24,New,Facial Moisturizers,Very low,Medium,Very low,959,37,14
20714968977,665634688,PUBLISHED,"Beauty, Personal Care, & Hygiene",30.49,30.49,45.99,0.5,6HEUEZ2S73S3,20714968977,Clinique Makeup,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Clinique', 'Clinique Makeup')",Clinique,09-09-24,12-31-49,01-18-22,07-12-24,0,0.0,32.0,0.0,12-16-24,New,Concealer Makeup,Very low,High,Very low,136,0,0
22548425893,1242576250,PUBLISHED,"Beauty, Personal Care, & Hygiene",42.23,48.97,44.39,1.0,3XOYGCXRWPBN,22548425893,Skin Care Sets,"('Home Page', 'Beauty', 'Skin Care', 'Skin Care Sets')",Lab Series,07-31-24,12-31-49,11-10-22,12-15-24,0,0.0,42.23,-1.0,09-09-24,New,Skin Care Sets,Very low,Very low,Very low,896,0,0
22548431382,340235641,PUBLISHED,"Beauty, Personal Care, & Hygiene",9.99,9.39,-1.0,0.3,431EV29GNOES,22548301920,Premium Face Moisturizers,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Moisturizers')",Lab Series,09-09-24,12-31-49,08-18-17,12-18-24,1,5.0,12.99,4.99,08-09-24,New,Facial Moisturizers,Very low,Very low,Very low,7810,12,0
651986505098,5346118632,PUBLISHED,"Beauty, Personal Care, & Hygiene",17.0,28.0,-1.0,0.5,70ZBMB0S2NR5,651986505098,Lipstick,"('Home Page', 'Beauty', 'Makeup', 'Lip Makeup', 'Lipstick')",Too Faced,08-26-24,12-31-49,12-01-24,12-15-24,0,0.0,17.0,0.0,09-09-24,New,Lipsticks,Very low,Medium,Very low,2325,0,0
685428002463,5050195042,PUBLISHED,"Beauty, Personal Care, & Hygiene",35.0,31.99,0.0,1.0,38AR8QS8ZTJV,685428002463,Skin Care Sets,"('Home Page', 'Beauty', 'Skin Care', 'Skin Care Sets')",Bumble and bumble,04-11-24,12-31-49,09-21-23,04-11-24,0,0.0,36.95,0.0,05-16-24,New,Skin Care Sets,Very low,Very low,Very low,777,100,0
690251036769,707962851,PUBLISHED,"Beauty, Personal Care, & Hygiene",10.0,9.99,-1.0,0.3,4V7HMPHIGXHU,746760158161,Cold Weather Skincare,"('Home Page', 'Personal Care', 'Cold Weather Skincare')",Jo Malone,10-16-24,12-31-49,11-18-20,11-18-24,0,0.0,24.99,0.0,12-14-24,New,Body Moisturizers,Very low,Very low,Very low,4055,0,0
7612491180623,602654992,PUBLISHED,"Beauty, Personal Care, & Hygiene",255.2,255.2,320.0,0.7,3CC0OVL8IPTG,7612491180623,Body Lotions,"('Home Page', 'Personal Care', 'Bath & Body', 'Body Lotions')",La Colline,11-14-24,12-31-49,08-19-21,11-14-24,0,0.0,340.0,0.0,09-12-24,New,Body Moisturizers,Very low,Very low,Very low,-1,100,100
A82,319833446,PUBLISHED,"Beauty, Personal Care, & Hygiene",37.0,37.5,59.99,0.5,11U0R12CTAEW,651986702046,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Too Faced,08-08-24,12-31-49,11-28-19,12-16-24,1,1.0,47.0,0.0,08-27-24,New,Foundation Makeup,Very low,High,Very low,208,100,0
KATZBURTBEESPF30DAILYLOTION,660819901,PUBLISHED,"Beauty, Personal Care, & Hygiene",17.49,23.0,14.99,1.0,4WP3I35QQAEW,792850649958,Face Moisturizers,"('Home Page', 'Beauty', 'Skin Care', 'Moisturizers', 'Face Moisturizers')",Burt's Bees,06-10-24,12-31-49,07-20-21,12-18-24,184,4.1,18.0,0.0,12-16-24,New,Facial Moisturizers,Very low,Medium,Very low,1636,0,0
KATZLACOLLINEMATRIXCREAM,833840754,PUBLISHED,"Beauty, Personal Care, & Hygiene",184.0,184.0,245.0,0.5,4ALRNMM1W72U,7612491180050,Prep Your Skin for the Gym,"('Home Page', 'Health and Medicine', 'Sports Medicine & Injury Recovery Solution', 'Optimize Performance', 'Look Good', ' Feel Good', 'Prep Your Skin for the Gym')",La Colline,10-15-24,12-31-49,08-22-21,10-30-24,0,0.0,230.0,0.0,12-12-24,New,Facial Moisturizers,Very low,High,Very low,-1,100,100
27131306016,313417278,PUBLISHED,"Beauty, Personal Care, & Hygiene",31.9,23.81,78.0,2.0,4XDDSKHZPO87,27131306016,Premium Face Treatments and Serums,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Treatments and Serums')",Estee Lauder,04-09-24,12-31-49,04-05-17,12-16-24,12,5.0,37.99,0.0,09-23-24,New,Body Moisturizers,Very low,Medium,Very low,968,100,0
192333135808,5396997817,PUBLISHED,"Beauty, Personal Care, & Hygiene",10.95,9.99,-1.0,0.3,3P8M96BAZGNY,200001237669,Anti-Aging Creams,"('Home Page', 'Beauty', 'Skin Care', 'Moisturizers', 'Anti-Aging Creams')",Clinique,08-22-24,12-31-49,03-27-24,11-19-24,0,0.0,6.99,0.0,08-09-24,New,Facial Moisturizers,Very low,Medium,Very low,3339,0,0
20714966157,120592489,PUBLISHED,"Beauty, Personal Care, & Hygiene",21.0,24.95,34.0,0.5,4TWEFR7WNWB5,20714966157,Clinique Makeup,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Clinique', 'Clinique Makeup')",Clinique,07-08-24,12-31-49,11-08-21,10-30-24,0,0.0,14.99,3.99,08-09-24,New,Foundation Makeup,Very low,Medium,Very low,967,0,0
716170237923,964404758,PUBLISHED,"Beauty, Personal Care, & Hygiene",22.59,21.99,28.99,0.5,1NISNFCF61VC,716170237923,Bobbi Brown,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Bobbi Brown')",Bobbi Brown,10-29-24,12-31-49,11-10-21,11-13-24,0,0.0,27.88,0.0,12-16-24,New,Lipsticks,Very low,Medium,Very low,2233,100,0
716170296357,9399166938,PUBLISHED,"Beauty, Personal Care, & Hygiene",32.99,32.99,-1.0,0.5,743WMFM1CCYH,100144434973,Bobbi Brown,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Bobbi Brown')",Bobbi Brown,10-29-24,12-31-49,10-08-24,10-29-24,0,0.0,25.93,0.0,12-16-24,New,Concealer Makeup,Very low,Very low,Very low,-1,100,100
192333034675,1052935735,PUBLISHED,"Beauty, Personal Care, & Hygiene",22.0,17.4,46.0,0.5,6F7J2VVWU6KJ,192333034675,Foundation with SPF,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Foundation', 'Foundation with SPF')",Clinique,10-10-24,12-31-49,01-10-22,11-20-24,3,5.0,48.0,0.0,12-15-24,New,Foundation Makeup,Very low,Medium,Very low,1130,100,0
685428002326,1321440263,PUBLISHED,"Beauty, Personal Care, & Hygiene",25.0,15.0,0.0,0.5,6AYP2ZGRBBAB,685428002326,Styling Products,"('Home Page', 'Beauty', 'Here for Every Beauty', 'Hair Care & Hair Tools', 'Styling Products')",Bumble and bumble,11-11-24,12-31-49,02-16-23,12-12-24,1,5.0,45.0,0.0,12-16-24,New,Hair Oils,Very low,Medium,Very low,186,100,0
887167509412,1108289732,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.95,19.95,-1.0,0.5,5L879W8ERBS9,887167509412,Estee Lauder Foundation,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Estee Lauder', 'Estee Lauder Foundation')",Estee Lauder,09-24-24,12-31-49,09-20-22,02-11-24,0,0.0,17.89,0.0,09-23-24,New,Foundation Makeup,Very low,Low,Very low,365,100,0
KATZBBDRAGONFRUITLIPBALM,262109250,PUBLISHED,"Beauty, Personal Care, & Hygiene",7.29,8.11,8.99,0.15,577RY8EUXXW1,792850910492,Untinted Lip Balm,"('Home Page', 'Beauty', 'Skin Care', 'Lip Balms & Conditioners', 'Untinted Lip Balm')",Burt's Bees,06-10-24,12-31-49,07-23-20,12-18-24,834,4.0,3.49,0.0,12-15-24,New,Lip Balms & Conditioners,Very low,Medium,Very low,68,0,0
887167439375,778453642,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.95,26.95,52.99,0.5,4F98DFHY2I2F,887167439375,Estee Lauder Foundation,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Estee Lauder', 'Estee Lauder Foundation')",Estee Lauder,08-27-24,12-31-49,10-06-20,12-18-24,1,5.0,52.0,0.0,12-16-24,New,Foundation Makeup,Very low,Medium,Very low,1159,0,0
20714968878,337516947,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.98,30.29,35.55,0.5,5DUSSFJRZFXF,20714968878,Clinique Makeup,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Clinique', 'Clinique Makeup')",Clinique,09-09-24,12-31-49,02-09-21,12-17-24,57,4.2,32.0,0.0,12-16-24,New,Concealer Makeup,Very low,Medium,Very low,100,0,0
887167668140,10778912896,PUBLISHED,"Beauty, Personal Care, & Hygiene",18.0,50.61,-1.0,0.8,2BCAV9X9A4KO,887167668140,All Mascara,"('Home Page', 'Beauty', 'Makeup', 'Eye Makeup', 'Mascara', 'All Mascara')",Estee Lauder,09-09-24,12-31-49,08-30-24,09-12-24,0,0.0,36.0,0.0,12-16-24,New,Mascara,Very low,Low,Very low,2201,0,0
P23,135782404,PUBLISHED,"Beauty, Personal Care, & Hygiene",21.2,21.2,0.0,0.5,2COMWIVMZ501,890930218596,Premium Face Treatments and Serums,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Treatments and Serums')",Estee Lauder,08-27-24,12-31-49,11-03-20,11-12-24,10,4.4,23.67,0.0,09-09-24,New,Face Serums,Very low,Low,Very low,2171,100,0
717334208865,888015777,PUBLISHED,"Beauty, Personal Care, & Hygiene",29.0,28.79,42.07,1.0,14HRB6QUFNOJ,717334208865,Premium Body Washes & Shower Gels,"('Home Page', 'Premium Beauty', 'Premium Bath & Body', 'Premium Body Washes & Shower Gels')",Origins,03-10-24,12-31-49,10-24-19,06-12-24,0,0.0,25.94,0.0,11-12-24,New,Body Scrubs,Very low,High,Very low,464,100,0
773602396191,277611146,PUBLISHED,"Beauty, Personal Care, & Hygiene",26.5,26.5,-1.0,0.5,4Y9DZ4UNCPIH,773602396191,Untinted Lip Balm,"('Home Page', 'Beauty', 'Skin Care', 'Lip Balms & Conditioners', 'Untinted Lip Balm')",M.A.C,08-27-24,12-31-49,07-16-21,12-15-24,0,0.0,15.9,0.0,12-16-24,New,Lip Balms & Conditioners,Very low,Medium,Very low,-1,100,100
18084049891,5449406481,PUBLISHED,"Beauty, Personal Care, & Hygiene",25.0,32.0,-1.0,1.0,1PAO1PVFL3JS,18084043301,Skin Care Sets,"('Home Page', 'Beauty', 'Skin Care', 'Skin Care Sets')",Aveda,07-16-24,12-31-49,02-23-24,11-27-24,1,5.0,51.52,0.0,12-16-24,New,Skin Care Sets,Very low,High,Very low,206,0,0
20714977115,582684958,PUBLISHED,"Beauty, Personal Care, & Hygiene",20.53,19.75,57.83,0.3,21LT9FNFXCB8,20714977115,Foundation with SPF,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Foundation', 'Foundation with SPF')",Clinique,10-10-24,12-31-49,11-12-20,07-12-24,2,5.0,38.8,0.0,03-16-24,New,Foundation Makeup,Very low,Medium,Very low,1087,100,0
22548430125,494485877,PUBLISHED,"Beauty, Personal Care, & Hygiene",44.9,57.0,61.0,0.5,368O8PDESWHL,22548430125,Body Lotions,"('Home Page', 'Personal Care', 'Bath & Body', 'Body Lotions')",Lab Series,09-24-24,12-31-49,06-01-22,10-12-24,1,5.0,51.85,0.0,12-15-24,New,Body Moisturizers,Very low,Very low,Very low,3362,0,0
888066141284,5014554504,PUBLISHED,"Beauty, Personal Care, & Hygiene",29.89,28.0,-1.0,0.5,2E3AH6H0UJRL,888066141284,Body Oils,"('Home Page', 'Personal Care', 'Bath & Body', 'Body Oils')",Tom Ford,07-16-24,12-31-49,04-08-23,07-12-24,0,0.0,31.34,0.0,08-09-24,New,Body Oils,Very low,Very low,Very low,732,0,0
KATZBURTBEEHANDCREAM1OZ,997164167,PUBLISHED,"Beauty, Personal Care, & Hygiene",18.53,7.91,14.48,0.1,37DTBMP5NPGI,792850903791,Dermatologist Recommended Body Lotions Dry Skin,"('Home Page', 'Beauty', 'Dermatologist Recommended', 'Dermatologist Recommended Skin Concerns', 'Dermatologist Recommended Dry Skin', 'Dermatologist Recommended Body Lotions Dry Skin')",Burt's Bees,06-10-24,12-31-49,12-13-18,12-18-24,135,4.3,12.0,0.0,12-16-24,New,Hand Creams & Lotions,Very low,Medium,Very low,144,0,0
192333034736,1124067657,PUBLISHED,"Beauty, Personal Care, & Hygiene",33.98,33.5,26.25,0.5,26RYD3XRXYMO,192333034736,Clinique Moisturiser,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Clinique', 'Clinique Moisturiser')",Clinique,10-10-24,12-31-49,11-10-22,11-14-24,4,5.0,48.0,0.0,12-16-24,New,Facial Moisturizers,Very low,Medium,Very low,4498,100,0
192333074671,2570823510,PUBLISHED,"Beauty, Personal Care, & Hygiene",22.88,21.6,34.0,0.5,543L5BSDSQ91,192333074671,Clinique Makeup,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Clinique', 'Clinique Makeup')",Clinique,10-10-24,12-31-49,03-02-23,06-12-24,0,0.0,42.0,0.0,12-16-24,New,Foundation Makeup,Very low,Medium,Very low,369,100,0
651986504428,812952198,PUBLISHED,"Beauty, Personal Care, & Hygiene",22.94,22.94,28.0,0.5,6I3CETM9S4NJ,651986504428,All Lip Gloss,"('Home Page', 'Beauty', 'Makeup', 'Lip Makeup', 'Lip Gloss', 'All Lip Gloss')",Too Faced,08-22-24,12-31-49,04-11-21,10-29-24,22,4.5,28.0,0.0,12-16-24,New,Lip Glosses,Very low,Medium,Very low,187,100,100
716170249063,945775394,PUBLISHED,"Beauty, Personal Care, & Hygiene",32.0,26.99,45.99,0.5,4XVQOPJ5AYX3,716170249063,Powder Foundation,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Foundation', 'Powder Foundation')",Bobbi Brown,09-09-24,12-31-49,04-15-21,12-15-24,0,0.0,29.99,0.0,07-12-24,New,Foundation Makeup,Very low,Low,Very low,1962,100,0
716170291475,1365524707,PUBLISHED,"Beauty, Personal Care, & Hygiene",23.94,22.49,39.95,0.5,6UI1RNS1HEQO,716170291475,Bobbi Brown,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Bobbi Brown')",Bobbi Brown,09-09-24,12-31-49,07-25-23,11-20-24,0,0.0,21.66,0.0,12-15-24,New,Highlighter Makeup,Very low,Very low,Very low,533,7,0
887167452916,450330590,PUBLISHED,"Beauty, Personal Care, & Hygiene",26.0,26.0,44.0,0.2,7E9WWIU2K54Z,887167452916,Estee Lauder Lipstick,"('Home Page', 'Premium Beauty', 'Featured Brands', 'Estee Lauder', 'Estee Lauder Lipstick')",Estee Lauder,09-27-24,12-31-49,11-05-21,10-29-24,0,0.0,15.99,0.0,09-21-24,New,Lipsticks,Very low,Very low,Very low,-1,100,0
3614273074612,481857625,PUBLISHED,"Beauty, Personal Care, & Hygiene",24.35,19.75,26.65,0.5,42EJ14NZ45O5,3605971282102,Premium Concealer,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Concealer')",Lancome,07-31-24,12-31-49,01-06-17,12-18-24,0,0.0,19.85,-1.0,09-09-24,New,Concealer Makeup,Very low,Low,Very low,109,0,0
887167371354,328305574,PUBLISHED,"Beauty, Personal Care, & Hygiene",44.41,48.1,82.03,0.8,3U3KAHPYFNHV,887167371354,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Estee Lauder,09-08-24,12-31-49,11-21-18,12-13-24,0,0.0,46.75,0.0,12-15-24,New,Foundation Makeup,Very low,High,Very low,128,0,0
KATZBURTBEESFACESCRUBFORMEN,855104945,PUBLISHED,"Beauty, Personal Care, & Hygiene",14.0,10.99,8.99,0.3,4M2YL4GQ9DMD,792850908970,Burt's Bees Skin Care,"('Home Page', 'Beauty', 'Beauty by Top Brands', ""Burt's Bees"", ""Burt's Bees Skin Care"")",Burt's Bees,10-14-24,12-31-49,05-31-21,06-12-24,40,4.7,13.5,0.0,12-13-24,New,Exfoliants & Scrubs,Very low,Medium,Very low,326,100,0
18084832899,11585809408,PUBLISHED,"Beauty, Personal Care, & Hygiene",24.99,24.99,-1.0,1.0,4VHOAZU1TMW1,843711253699,Hair Spray,"('Home Page', 'Beauty', 'Hair Care', 'Hair Styling Products', 'Hair Spray')",Aveda,10-30-24,12-31-49,12-09-24,12-16-24,0,0.0,22.5,0.0,06-12-24,New,Hair Sprays,Very low,Very low,Very low,-1,100,0
18084844601,156312257,PUBLISHED,"Beauty, Personal Care, & Hygiene",25.69,25.25,41.25,1.0,24TVYRUHYNQG,87500743446,Premium Shampoos,"('Home Page', 'Premium Beauty', 'Premium Hair Care & Hair Tools', 'Premium Shampoos')",Aveda,08-28-24,12-31-49,09-08-17,12-18-24,1,5.0,32.29,0.0,12-16-24,New,Shampoos,Very low,Very low,Very low,5298,100,0
20714222857,459952755,PUBLISHED,"Beauty, Personal Care, & Hygiene",15.99,15.99,25.99,0.5,6MZFULWSRIKO,601825527804,Premium Face Moisturizers,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Moisturizers')",Clinique,05-07-24,12-31-49,06-28-17,12-18-24,16,4.0,34.0,0.0,11-16-24,New,Facial Moisturizers,Low,Medium,Very low,727,100,100
20714653651,52076433,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.71,15.49,33.0,0.5,3O8KQHM8RA04,20714653651,Premium Face Treatments and Serums,"('Home Page', 'Premium Beauty', 'Premium Skincare', 'Premium Face Treatments and Serums')",Clinique,03-10-24,12-31-49,05-22-16,12-18-24,9,4.0,17.0,0.0,12-16-24,New,Facial Cleansers,Low,Medium,Very low,450,0,0
4973167057742,5356070510,PUBLISHED,Food & Beverage,21.99,21.99,-1.0,0.5,68X2BZVDZ4A0,37403999891,Hair Gel,"('Home Page', 'Beauty', 'Hair Care', 'Hair Styling Products', 'Hair Gel')",Allie,07-16-24,12-31-49,01-19-24,12-18-24,0,0.0,20.25,0.0,12-16-24,New,Hair Styling Gels,Very low,High,Very low,-1,100,29
20714324629,141408269,PUBLISHED,"Beauty, Personal Care, & Hygiene",21.95,20.39,36.4,0.3,2V3ANLW2OUIP,20714324629,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Clinique,10-10-24,12-31-49,08-25-16,12-17-24,3,5.0,39.0,0.0,10-16-24,New,Foundation Makeup,Very low,High,Very low,115,100,0
651986504299,577723177,PUBLISHED,Health & Beauty Electronics,16.49,14.9,40.99,0.5,3TNDXD2B3CPW,651986504299,Lipstick,"('Home Page', 'Beauty', 'Makeup', 'Lip Makeup', 'Lipstick')",Too Faced,08-22-24,12-31-49,05-04-22,10-30-24,0,0.0,11.65,0.0,05-17-24,New,Lipsticks,Very low,Medium,Very low,156,0,0
656089192909,14334915951,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.96,19.96,-1.0,0.6,5HUR0FK9ZOCO,656089192909,UNNAV,"('UNNAV',)",Katz Beauty Central,11-21-24,12-31-49,11-21-24,11-21-24,0,0.0,29.0,0.0,10-12-24,New,Eye Creams & Serums,Very low,Very low,Very low,-1,0,100
773602429899,827849839,PUBLISHED,"Beauty, Personal Care, & Hygiene",18.94,18.94,67.32,0.3,2ZD5JD93DACN,773602429899,Liquid Highlighter,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Highlighter and Illuminator', 'Liquid Highlighter')",Mac Group,06-29-24,12-31-49,11-26-20,12-14-24,1,5.0,23.99,0.0,12-16-24,New,Highlighter Makeup,Very low,Low,Very low,218,10,14
887167539587,767322108,PUBLISHED,"Beauty, Personal Care, & Hygiene",37.7,38.0,107.65,0.5,1AINUTYGKLJU,887167539587,Skin Care Products for Dry Skin,"('Home Page', 'Beauty', 'Skin Care', 'Skin Care Concern', 'Skin Care Products for Dry Skin')",Estee Lauder,04-09-24,12-31-49,10-03-22,12-16-24,3,5.0,78.0,0.0,09-26-24,New,Eye Creams & Serums,Very low,High,Very low,553,0,0
18084051412,5618604644,PUBLISHED,"Beauty, Personal Care, & Hygiene",13.55,12.0,-1.0,0.5,6YLB7W6MHEPS,18084051412,Hair & Scalp Treatments,"('Home Page', 'Beauty', 'Here for Every Beauty', 'Hair Care & Hair Tools', 'Hair & Scalp Treatments')",Aveda,08-20-24,12-31-49,04-15-24,02-12-24,0,0.0,12.0,0.0,09-09-24,New,Hair Serums,Very low,Very low,Very low,576,100,0
20714699659,655537738,PUBLISHED,"Beauty, Personal Care, & Hygiene",23.99,26.97,29.85,0.3,3ND3H5GY5RFC,20714699659,Premium Foundation,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Foundation')",Clinique,10-10-24,12-31-49,04-30-17,02-12-24,1,5.0,15.0,3.99,08-09-24,New,Foundation Makeup,Very low,Low,Very low,807,0,0
20714711887,902500627,PUBLISHED,"Beauty, Personal Care, & Hygiene",33.95,19.0,40.53,0.5,0WKUEXBMW52T,20714711887,Premium Concealer,"('Home Page', 'Premium Beauty', 'Premium Makeup', 'Premium Face', 'Premium Concealer')",Clinique,08-22-24,12-31-49,05-04-17,11-12-24,1390,4.2,40.0,0.0,12-16-24,New,Foundation Makeup,Very low,High,Very low,149,100,0
1922333142868,2061019279,PUBLISHED,"Beauty, Personal Care, & Hygiene",14.75,13.4,30.0,0.5,37EJ5303Y60G,192333142868,All Lip Gloss,"('Home Page', 'Beauty', 'Makeup', 'Lip Makeup', 'Lip Gloss', 'All Lip Gloss')",Clinique,06-06-24,12-31-49,03-14-23,12-17-24,16,3.9,25.0,0.0,12-16-24,New,Lip Glosses,Very low,Medium,Very low,151,94,0
651986002511,5063881125,PUBLISHED,"Beauty, Personal Care, & Hygiene",17.99,13.8,-1.0,0.1,4Y7MVTOWF03A,651986002511,All Makeup,"('Home Page', 'Beauty', 'Makeup', 'All Makeup')",Too Faced,06-29-24,12-31-49,09-27-23,04-11-24,1,5.0,29.0,0.0,12-16-24,New,Concealer Makeup,Very low,Low,Very low,638,100,0
858293002320,150056332,PUBLISHED,Medicine & Supplements,9.98,7.95,12.99,1.0,40L59GOK8VYH,858293002320,Natural Shampoo,"('Home Page', 'Beauty', 'Hair Care', 'Shampoo', 'Natural Shampoo')",The Seaweed Bath Co.,11-06-24,12-31-49,04-03-16,12-12-24,9,4.2,8.79,0.0,07-31-23,New,Shampoos,Very low,Medium,Very low,4355,100,0
192333034668,783926191,PUBLISHED,"Beauty, Personal Care, & Hygiene",28.95,27.85,45.0,0.3,4ZYQNC2QUTHJ,192333034668,Foundation with SPF,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Foundation', 'Foundation with SPF')",Clinique,10-10-24,12-31-49,08-30-21,12-11-24,0,0.0,48.0,0.0,12-16-24,New,Foundation Makeup,Very low,High,Very low,374,0,0
651986002559,3686660793,PUBLISHED,"Beauty, Personal Care, & Hygiene",15.37,14.62,-1.0,0.1,72WU0O7Z88ND,651986002559,Cream Concealer,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Concealer', 'Cream Concealer')",Too Faced,06-29-24,12-31-49,07-23-23,06-12-24,1,5.0,29.0,0.0,12-16-24,New,Concealer Makeup,Very low,Medium,Very low,853,100,0
850002889468,931001884,PUBLISHED,Medicine & Supplements,35.99,35.99,45.0,1.0,2GCBTWXVJC5S,850002889468,Dietary supplements,"('Home Page', 'Health and Medicine', 'Vitamins and Supplements', 'Dietary supplements')",Hush and Hush,07-22-24,12-31-49,01-30-22,08-12-24,1,5.0,44.99,0.0,12-16-24,New,Dietary Supplements,Very low,High,Very low,11689,90,29
C13,5475487316,PUBLISHED,"Beauty, Personal Care, & Hygiene",19.99,19.99,-1.0,0.3,51CH70GY4J4O,200001214059,Face Primer,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Face Primer')",Estee Lauder,09-27-24,12-31-49,11-04-24,10-23-24,0,0.0,15.99,0.0,09-23-24,New,Foundation Primers,Very low,Very low,Very low,255,0,0
192333034835,423837680,PUBLISHED,"Beauty, Personal Care, & Hygiene",39.0,39.0,82.75,0.5,1E21LNIV1HP1,192333078068,Foundation with SPF,"('Home Page', 'Beauty', 'Makeup', 'Face Makeup', 'Foundation', 'Foundation with SPF')",Clinique,10-10-24,12-31-49,10-04-22,12-17-24,0,0.0,27.98,0.0,04-19-24,New,Foundation Makeup,Very low,Medium,Very low,751,100,100
192333094372,2097842409,PUBLISHED,Household Cleaning Products & Supplies,56.0,43.5,29.99,0.5,1LNTKRVOEMLI,192333094372,Body Lotions,"('Home Page', 'Personal Care', 'Bath & Body', 'Body Lotions')",Clinique,09-24-24,12-31-49,11-14-22,11-22-24,0,0.0,44.99,0.0,08-09-24,New,Body Moisturizers,Very low,Very low,Very low,6083,0,0
